Time,Amount,Class,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28
15795,120.29397016893124,0,-0.6995511631861377,0.7999656305060626,-0.9801387150125465,0.4058337516422198,0.32316288946751787,0.4285053949849211,1.1717641696081174,0.5362008103562533,0.06537225704014214,0.2002144755434875,-1.028479648323959,-1.6617307309490572,0.9074044360794318,-0.22208700011835583,0.9354521809100095,0.20408672499247293,-1.112676685764297,-1.1690922194325775,-1.2566124698888346,1.101510375842189,1.1861549320912488,0.4547848987318037,1.0415764919037178,-1.3159922450586168,0.37620113194437277,-1.3635033472550422,0.037262200204475925,1.0645765727751322
860,52.9086496305908,0,-0.8139369026984262,0.3376342694147298,-2.1939530213398726,1.660175987300752,1.039153682004222,-0.38941840477940254,0.4598999747025436,0.6425055703580366,-0.6523451980743445,1.210675852335499,0.6061321918683344,1.1965066154888977,-0.8461878287736381,1.4056805738291196,0.4256646656614488,-1.552390158861786,-0.2777252095748187,1.3979104512509999,-2.59824902204182,1.0218499076306256,-0.08295069655487156,0.19921197148773606,0.27041232902050405,0.046244637522837806,-1.3905548199378683,0.384370928052179,1.339750534064996,-0.5733380817967424
76820,82.22991687925186,0,1.0035785908277302,-0.19037146608692862,-0.7768539395014304,1.8714762875734527,0.032816582689982346,1.1739664717774252,-0.909318011505236,-0.5281175790466263,1.1408749502672793,0.049375196334728165,-1.9792177007402445,-1.4362931789687028,1.8733874493072036,-0.7578785321012496,-0.04859005566611506,1.6510972740228433,-0.06789442119949125,-0.5726291558887103,-0.0029058904038340135,-1.1236287275195338,1.549996197992402,0.4953760504763219,0.85387218078415,0.4812394013101608,0.030871719600216018,-0.4243293430687858,-0.9531080291840772,-0.30842882508605385
54886,285.87424650657545,0,-0.7585745002427576,-0.4004747393213593,1.1662624907249484,0.5475448658536799,0.7786868895503002,0.40893261851436064,-2.039728810135693,0.5862846466120697,-1.7594426937337644,0.2814668365457966,0.05140106189376464,-0.09103183094295461,-1.0915375510413619,0.5400796628340073,-0.8766692187265188,2.8866739003957953,0.8639266448787796,-0.9074423828490826,-0.010388264804855909,-1.87965546056664,0.4733385384577897,1.0168343801022406,0.46715525405327496,-0.7340720060669903,0.10138627268049018,-0.5573369500830839,-1.2667342306721228,-0.7681061555140535
6265,8.635781565138057,0,1.269044485001615,-0.6182364245068216,-1.0182205715205224,-0.7859107460975012,0.35683791066773884,0.9876911311480919,1.640349169388081,-0.090350915547829,-1.7882265171393317,-1.9420268626697732,1.2205007858907424,-0.1307547244776817,0.8783220182961419,-0.5187463609563616,-0.08994496438698477,1.6540180172156933,-0.15365580964128103,-0.7326038214530647,-0.03699033075134844,-1.6156074454933087,-0.8960048234741906,-0.2892594449415415,1.390504893111486,-0.6094375916363476,1.166786314606698,-1.1975537102766738,-0.7731397266514555,1.5090533330046532
82386,29.294626660538643,0,-0.2876937887348491,-0.6514566862784513,-0.9312424073266211,-1.8544245083095057,0.2024573058901686,1.0459261021496855,-1.2396378764764768,0.5452180443094106,0.10532179553277922,0.9368514276256306,0.5124369931648087,0.6625090639642095,0.29982178656229647,-0.18890350062320396,-1.8119866556761675,0.39013132009014184,0.9034043018140842,-0.7497614212797767,0.3792248593177414,-1.8667829903909412,0.21289785293297434,-1.9611280747014044,-1.404739387856845,-2.894375430273454,0.24753979795323844,0.11613420793791654,0.2919891803128332,1.0795471236339427
37194,151.4074674539855,0,-1.2450807879084775,-1.2204657493861502,-1.2862280888309934,-1.670797123856262,-0.3996355082809656,-0.47728187492046953,-0.011179677519176309,1.64158190509708,-2.2193382497136236,-0.8738747186634923,0.5241891416503928,-0.7849411877186255,1.186201215424829,-2.8079379616139084,-1.043447527187834,-0.4550818799765379,0.1102020661371281,0.1715428396952044,0.3925140408121948,-0.5949121874476808,-1.206024983494734,-0.01106336737981176,0.576113962686259,-0.31688625632014517,0.5036973331292376,-0.5497636311312736,-0.9459765715398667,-0.42064680718868824
44131,10.395839562399154,0,0.46926780250363365,0.9655099200936897,-1.3612640756195442,1.765652568891056,-0.0654894430483283,-0.885519017245201,-0.8753723000993999,-0.36104738888729954,0.7319955506232971,-1.306110399580425,-1.0952638999356166,-0.2956228695128822,1.210660954485415,-1.247261717319333,-0.03403439010606205,0.8931253972275439,-0.5872587752864453,-1.2535043213100536,0.713388481408739,0.9033359601719667,0.8939749066179548,0.7102699108346536,-0.1308396674066483,-0.42809591439133854,0.2935285074950962,-2.1270500982915355,-0.5570265489963414,-1.7417175604425843
60263,7.867650391782554,0,0.8872761899575836,0.43479956102382417,0.8875753659133873,-1.6915239957925068,-0.04793232016081867,-1.004605141852643,-1.0990295350220265,-1.98535210334393,-0.2041548231162343,-0.6852383253730902,-1.3332625023938212,0.5716226412068343,-0.8591451791299667,-0.4647663645207512,-0.5006153952850835,0.17830099935643515,-0.6642941198708191,-0.015803084398320733,-1.0261813492259924,0.9394893426720137,1.232785684448369,0.4353225984414009,-0.47888350890687087,-0.4185985226810402,-0.2546750262560682,1.7338512881159052,-0.878375994184855,0.5745027441324049
16023,44.869844312769935,0,-0.8580333032943983,0.09305747239490735,-1.2148515534351578,-0.41443719588713845,1.078751620441567,0.060271648799645854,0.18351707820639426,-0.0532523360768876,0.6912853656908483,0.052131370554524124,-0.28471935396153175,-1.6295908972071302,0.207229391203113,-0.47128052728428577,0.7968265556394833,-0.21708106469868704,-0.27647668536319386,1.796307102268496,-1.158844438634859,0.7714039625507823,0.5554688836035354,-1.0060047532040985,0.8884161280634588,-1.0785696023604485,0.926564802683524,-1.3517362039095768,-1.5008169667914077,0.0030255572076312237
41090,9.669589378229295,0,0.06324051446376372,-0.6207493837187198,-0.13174264069731725,1.0047929959925423,0.23564053054556683,-2.723467626517909,0.8565447799046279,-1.0733905089942049,0.07782224232374794,-0.7984765009858692,-0.8668759126568312,0.5405468448331773,-0.3794375459928543,0.8176287657380662,0.08057884932923724,-0.5528526457048615,-0.06903382258455967,-1.7622854335571416,1.4378564364328867,1.7035815543752282,-0.713588484975184,-0.03708867414795358,-0.03820505924236566,-0.9789166898816798,-0.7587904930721967,1.551272552858436,0.6679482379410355,-2.3358432166678655
67221,87.9665793981817,0,0.31846283814962767,1.0893683761109318,-0.3552898000160094,-1.0737676956927353,-0.9037068331075307,-1.071208135811265,0.6575086247658349,0.2630597799508958,0.3139504315426354,0.6072583295283664,-0.22664272033529875,0.6318834865026675,-1.8600793284090318,-0.9971639601361897,0.5490351087472682,-1.0743495040121815,-0.48618324029102694,0.8134365134867443,0.852261572020838,-1.0217374892273825,-1.8680487761085651,-1.1246736790731044,-0.0613409681220648,-1.7583175247393226,0.2251655463726375,0.425352430993975,-1.0488652847841398,0.6141193584993787
64820,25.653908985070515,1,0.09563385222310453,-1.4206358980488523,0.9566175028461738,1.1201575758884315,-1.5466444807066038,-0.6947224308839185,0.5984165911270166,-1.0075192954457521,-0.09349323723816348,-1.360758548187702,0.6853002722555102,0.4540047234535121,-0.6812419308249206,0.826427176839665,1.3642065042288007,0.34174904930375144,-0.43579453599383733,0.7987410180109615,0.5406231669950745,-2.2551242742784408,-0.6528565326586552,0.454207192700023,0.3823332154553212,-1.192270357167799,1.9241707888022668,-0.1765068492593223,2.1588235979229915,1.263778725652434
